SampleID,SamDate,Lat,Lon,YearDug,WellAge,WellType,WellDepth,District,Thana,Arsenic,DEM,RAIN,GWD,SAND,LOAM,HCOND,USC,RCHG,RTRND,IRRIG
S98_04427,24/05/1998 00:00,21.234,92.048,1985,13,STW,9,Cox's Bazar,Ukhia,5,11.98136685,3756.51911,3.977893117,8.987980227,67,9.134948432,22.15740462,44.65477614,-0.216271742,1.469332404
S98_02921,27/05/1998 00:00,24.855,92.185,1991,7,STW,19,Sylhet,Beanibazar,5,14.22497823,3964.844651,5.018899215,2.773835997,32.97836611,9.147802918,9.454539927,86.44933643,0.248579843,-0.07502039
S99_05114,26/05/1999 00:00,24.703,89.8219,1991,8,HTW,20.1,Jamalpur,Sarishabari,5,17.09606683,1989.270945,6.936299277,11.48952034,70.88661299,42.17572984,10.19292598,374.3306268,2.19585277,7.299092722
S98_04295,17/05/1998 00:00,23.01,91.518,1993,5,STW,64,Feni,Chhagalnaiya,5,10.04398522,2795.734677,8.973116631,3.249754459,81.23588898,12.25133113,8.621462783,48.32326048,1.564830691,1.335188816
S98_03456,19/04/1998 00:00,23.247,88.782,1987,11,STW,44,Jhenaidah,Moheshpur,5,10.78448317,1556.567841,6.740870679,1,51,34.82485259,13.45538222,202.4081267,4.652577535,11.19010297
S99_07253,17/06/1999 00:00,25.7156,89.4715,1992,7,HTW,13.4,Rangpur,Kaunia,5,28.75740919,2241.562245,5.263982208,14.04829829,79.09614023,36.30704881,9.176422831,421.0310858,6.366883756,9.744308655
S98_02756,16/03/1998 00:00,23.867,89.775,1993,5,STW,39,Manikganj,Shibalaya,5,3.65710019,1764.398516,6.851153195,3.497158593,67.98065152,36.42137469,15.29845419,498.4558052,3.315241441,3.399835062
S99_07074,23/05/1999 00:00,24.9214,90.1356,1977,22,HTW,22.3,Sherpur,Nakla,5,18.27454505,2469.914292,7.788896924,3.25854953,60.47091891,22.84133951,13.52430977,186.3027611,2.998461688,8.270214474
S99_07210,12/06/1999 00:00,25.4116,89.5325,1999,0,TARA,28.3,Gaibandha,Gaibandha Sadar,5,23.73595468,2074.938241,5.025367848,6,88,63.27109685,11.07187131,404.7690094,5.699259618,9.716036388
S99_06008,10/05/1999 00:00,24.4969,91.0536,1998,1,HTW,73.2,Kishoreganj,Itna,5,4.842926036,2762.717212,8.723540364,0.973553126,16.54328181,13.02256367,16.7288356,88.75739188,1.182671495,4.126075886
S99_07149,02/06/1999 00:00,24.1537,90.8097,1991,8,TARA,46.3,Narsingdi,Belabo,5,11.90572456,2192.089629,7.179677493,2.94607378,47.68919515,16.69390121,16.3693173,107.0728074,1.525196946,7.562508382
S98_02994,04/06/1998 00:00,23.811,91.125,1985,13,STW,35,Brahamanbaria,Kasba,5,5.118193003,2020.892603,5.77197085,0,90,16.04354946,13.31648156,124.9928713,1.084240793,7.536641274
S98_02892,27/05/1998 00:00,24.848,91.936,1992,6,STW,87,Sylhet,Golapganj,5,12.59857212,3879.193742,4.828468154,1.042773301,25.18050961,11.63436955,17.42737318,89.04092492,0.032614471,-0.10219078
S99_07355,01/07/1999 00:00,25.1208,88.927,1995,4,TARA,34.4,Naogaon,Dhamoirhat,5,21.85408303,1728.369733,8.775445845,5.795684796,82.26788854,43.64430619,15.99036947,412.8500847,6.056759624,18.68683632
S99_05235,15/06/1999 00:00,25.1294,89.5231,1998,1,HTW,18,Gaibandha,Saghatta,5,18.47071975,1989.921891,6.569991824,6.029987181,87.97634525,71.33465841,7.859303921,405.7890145,2.859540398,11.62698472
S99_07255,17/06/1999 00:00,25.7603,89.372,1998,1,HTW,14,Rangpur,Kaunia,5,31.55898707,2266.303337,5.597775172,7.390002742,86.28629451,40.20158314,8.75260906,379.2734222,5.61726395,10.08729682
S99_07218,12/06/1999 00:00,25.3302,89.4708,1999,0,HTW,21,Gaibandha,Gaibandha Sadar,5,23.73764143,2028.398589,4.721090859,5.998503233,88,67.52872165,10.47385327,365.6006657,4.142380781,10.54926557
S99_05092,24/05/1999 00:00,25.0877,90.1834,1997,2,TARA,44.2,Sherpur,Nalitabari,5,18.40461808,2685.032843,8.116169395,3.928215488,44.48129465,24.52024664,17.11378979,185.615203,3.288514597,7.08830264
S99_07250,17/06/1999 00:00,25.7748,89.4453,1992,7,HTW,18.9,Rangpur,Kaunia,5,30.70674529,2309.445483,5.137601893,15.93181449,76.13429955,37.47423903,9.302933748,337.0177587,5.929335178,10.73092369
S99_07128,31/05/1999 00:00,24.038,90.7178,1989,10,HTW,12.8,Narsingdi,Shibpur,5,8.255676664,2195.312104,9.665880677,1.978365856,50.91516369,16.08060899,21.10248788,124.4938277,1.73890412,5.53953203
S99_04271,20/06/1999 00:00,25.8097,89.6365,1988,11,HTW,14,Kurigram,Kurigram Sadar,5,28.91244477,2450.072355,5.577028877,16.1622501,72.76950752,33.11885562,8.277044703,411.1593495,6.800108757,9.662979839
S99_07260,18/06/1999 00:00,25.8001,89.3091,1998,1,HTW,31.7,Rangpur,Gangachara,5,34.00103311,2306.378453,5.152443623,6.562712435,87.21501953,43.66431503,8.034641811,335.9896013,5.335063001,11.88238354
S98_03769,12/05/1998 00:00,23.143,90.412,1981,17,STW,48,Shariatpur,Damudya,5,6,1978.440685,3.786464652,0.112532165,67.91118253,15.64338363,10.39994761,109.7157478,0.722501199,2.190033532
S98_03439,16/04/1998 00:00,23.808,88.856,1989,9,STW,39,Chuadanga,Alamdanga,4,16.7289608,1427.556462,8.163109252,1,51,36.31044831,17.4262714,237.8023963,6.076506691,7.784086558
